Taal;Classificatie;Tabel;Class-tekstcodenotatie;Class-codenotatie;tekst_NL-SfB;fullname_nl;shortname_nl
nl-NL;NL/SfB;Tabel 1;(64.51);64.51;"communicatie; geïntegreerde systemen, gesloten netwerken";"(64.51) communicatie; geïntegreerde systemen, gesloten netwerken";NL/SfB - Tabel 1 - (64.51)
nl-NL;NL/SfB;Tabel 1;(64.52);64.52;"communicatie; geïntegreerde systemen, openbare netwerken";"(64.52) communicatie; geïntegreerde systemen, openbare netwerken";NL/SfB - Tabel 1 - (64.52)
nl-NL;NL/SfB;Tabel 1;(64.6);64.6;"communicatie; antenne-inrichtingen";"(64.6) communicatie; antenne-inrichtingen";NL/SfB - Tabel 1 - (64.6)
nl-NL;NL/SfB;Tabel 1;(64.60);64.60;"communicatie; antenne-inrichtingen, algemeen";"(64.60) communicatie; antenne-inrichtingen, algemeen";NL/SfB - Tabel 1 - (64.60)
nl-NL;NL/SfB;Tabel 1;(65);65;Beveiliging;(65) Beveiliging;NL/SfB - Tabel 1 - (65)
nl-NL;NL/SfB;Tabel 1;(65.0);65.0;"beveiliging; algemeen";"(65.0) beveiliging; algemeen";NL/SfB - Tabel 1 - (65.0)
nl-NL;NL/SfB;Tabel 1;(65.1);65.1;"beveiliging; brand";"(65.1) beveiliging; brand";NL/SfB - Tabel 1 - (65.1)
nl-NL;NL/SfB;Tabel 1;(65.10);65.10;"beveiliging; brand, algemeen (verzamelniveau)";"(65.10) beveiliging; brand, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (65.10)
nl-NL;NL/SfB;Tabel 1;(65.11);65.11;"beveiliging; brand, detectie en alarmering";"(65.11) beveiliging; brand, detectie en alarmering";NL/SfB - Tabel 1 - (65.11)
nl-NL;NL/SfB;Tabel 1;(65.12);65.12;"beveiliging; brand, deurvergrendelingen en -ontgrendelingen";"(65.12) beveiliging; brand, deurvergrendelingen en -ontgrendelingen";NL/SfB - Tabel 1 - (65.12)
nl-NL;NL/SfB;Tabel 1;(65.13);65.13;"beveiliging; brand, brandbestrijding";"(65.13) beveiliging; brand, brandbestrijding";NL/SfB - Tabel 1 - (65.13)
nl-NL;NL/SfB;Tabel 1;(65.2);65.2;"beveiliging; braak";"(65.2) beveiliging; braak";NL/SfB - Tabel 1 - (65.2)
nl-NL;NL/SfB;Tabel 1;(65.20);65.20;"beveiliging; braak, algemeen (verzamelniveau)";"(65.20) beveiliging; braak, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (65.20)
nl-NL;NL/SfB;Tabel 1;(65.21);65.21;"beveiliging; braak, detectie en alarmering";"(65.21) beveiliging; braak, detectie en alarmering";NL/SfB - Tabel 1 - (65.21)
nl-NL;NL/SfB;Tabel 1;(65.22);65.22;"beveiliging; braak, toegangscontrole";"(65.22) beveiliging; braak, toegangscontrole";NL/SfB - Tabel 1 - (65.22)
nl-NL;NL/SfB;Tabel 1;(65.3);65.3;"beveiliging; overlast, detectie en alarmering";"(65.3) beveiliging; overlast, detectie en alarmering";NL/SfB - Tabel 1 - (65.3)
nl-NL;NL/SfB;Tabel 1;(65.30);65.30;"beveiliging; overlast, detectie en alarmering, algemeen (verzamelniveau)";"(65.30) beveiliging; overlast, detectie en alarmering, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (65.30)
nl-NL;NL/SfB;Tabel 1;(65.31);65.31;"beveiliging; overlast, detectie en alarmering, zonweringsinstallatie";"(65.31) beveiliging; overlast, detectie en alarmering, zonweringsinstallatie";NL/SfB - Tabel 1 - (65.31)
nl-NL;NL/SfB;Tabel 1;(65.32);65.32;"beveiliging; overlast, detectie en alarmering, elektromagnetische voorzieningen";"(65.32) beveiliging; overlast, detectie en alarmering, elektromagnetische voorzieningen";NL/SfB - Tabel 1 - (65.32)
nl-NL;NL/SfB;Tabel 1;(65.33);65.33;"beveiliging; overlast, detectie en alarmering, elektromagnetische voorzieningen";"(65.33) beveiliging; overlast, detectie en alarmering, elektromagnetische voorzieningen";NL/SfB - Tabel 1 - (65.33)
nl-NL;NL/SfB;Tabel 1;(65.34);65.34;"beveiliging; overlast, detectie en alarmering, overspanningsbeveiliging";"(65.34) beveiliging; overlast, detectie en alarmering, overspanningsbeveiliging";NL/SfB - Tabel 1 - (65.34)
nl-NL;NL/SfB;Tabel 1;(65.35);65.35;"beveiliging; overlast, detectie en alarmering, gassenbeveiliging";"(65.35) beveiliging; overlast, detectie en alarmering, gassenbeveiliging";NL/SfB - Tabel 1 - (65.35)
nl-NL;NL/SfB;Tabel 1;(65.36);65.36;"beveiliging; overlast, detectie en alarmering, vloeistofbeveiliging";"(65.36) beveiliging; overlast, detectie en alarmering, vloeistofbeveiliging";NL/SfB - Tabel 1 - (65.36)
nl-NL;NL/SfB;Tabel 1;(65.37);65.37;"beveiliging; overlast, detectie en alarmering, stralingsbeveiliging";"(65.37) beveiliging; overlast, detectie en alarmering, stralingsbeveiliging";NL/SfB - Tabel 1 - (65.37)
nl-NL;NL/SfB;Tabel 1;(65.39);65.39;"beveiliging; overlast, detectie en alarmering, overige beveiligingen";"(65.39) beveiliging; overlast, detectie en alarmering, overige beveiligingen";NL/SfB - Tabel 1 - (65.39)
nl-NL;NL/SfB;Tabel 1;(65.4);65.4;"beveiliging; sociale alarmering";"(65.4) beveiliging; sociale alarmering";NL/SfB - Tabel 1 - (65.4)
nl-NL;NL/SfB;Tabel 1;(65.40);65.40;"beveiliging; sociale alarmering, algemeen (verzamelniveau)";"(65.40) beveiliging; sociale alarmering, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (65.40)
nl-NL;NL/SfB;Tabel 1;(65.41);65.41;"beveiliging; sociale alarmering, nooddetectie; gesloten systemen";"(65.41) beveiliging; sociale alarmering, nooddetectie; gesloten systemen";NL/SfB - Tabel 1 - (65.41)
nl-NL;NL/SfB;Tabel 1;(65.42);65.42;"beveiliging; sociale alarmering, nooddetectie; open systemen";"(65.42) beveiliging; sociale alarmering, nooddetectie; open systemen";NL/SfB - Tabel 1 - (65.42)
nl-NL;NL/SfB;Tabel 1;(65.5);65.5;"beveiliging; milieu-overlast, detectie en alarmering";"(65.5) beveiliging; milieu-overlast, detectie en alarmering";NL/SfB - Tabel 1 - (65.5)
nl-NL;NL/SfB;Tabel 1;(65.50);65.50;"beveiliging; milieu-overlast, detectie en alarmering, algemeen (verzamelniveau)";"(65.50) beveiliging; milieu-overlast, detectie en alarmering, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (65.50)
nl-NL;NL/SfB;Tabel 1;(66);66;Transport;(66) Transport;NL/SfB - Tabel 1 - (66)
nl-NL;NL/SfB;Tabel 1;(66.0);66.0;"transport; algemeen";"(66.0) transport; algemeen";NL/SfB - Tabel 1 - (66.0)
nl-NL;NL/SfB;Tabel 1;(66.1);66.1;"transport; liften";"(66.1) transport; liften";NL/SfB - Tabel 1 - (66.1)
nl-NL;NL/SfB;Tabel 1;(66.10);66.10;"transport; liften, algemeen (verzamelniveau)";"(66.10) transport; liften, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (66.10)
nl-NL;NL/SfB;Tabel 1;(66.11);66.11;"transport; liften, elektrische liften";"(66.11) transport; liften, elektrische liften";NL/SfB - Tabel 1 - (66.11)
nl-NL;NL/SfB;Tabel 1;(66.12);66.12;"transport; liften, hydraulische liften";"(66.12) transport; liften, hydraulische liften";NL/SfB - Tabel 1 - (66.12)
nl-NL;NL/SfB;Tabel 1;(66.13);66.13;"transport; liften, trapliften";"(66.13) transport; liften, trapliften";NL/SfB - Tabel 1 - (66.13)
nl-NL;NL/SfB;Tabel 1;(66.14);66.14;"transport; liften, heftableaus";"(66.14) transport; liften, heftableaus";NL/SfB - Tabel 1 - (66.14)
nl-NL;NL/SfB;Tabel 1;(66.2);66.2;"transport; roltrappen en rolpaden";"(66.2) transport; roltrappen en rolpaden";NL/SfB - Tabel 1 - (66.2)
nl-NL;NL/SfB;Tabel 1;(66.20);66.20;"transport; roltrappen en rolpaden, algemeen (verzamelniveau)";"(66.20) transport; roltrappen en rolpaden, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (66.20)
nl-NL;NL/SfB;Tabel 1;(66.21);66.21;"transport; roltrappen en rolpaden, roltrappen";"(66.21) transport; roltrappen en rolpaden, roltrappen";NL/SfB - Tabel 1 - (66.21)
nl-NL;NL/SfB;Tabel 1;(66.22);66.22;"transport; roltrappen en rolpaden, rolpaden";"(66.22) transport; roltrappen en rolpaden, rolpaden";NL/SfB - Tabel 1 - (66.22)
nl-NL;NL/SfB;Tabel 1;(66.3);66.3;"transport; goederen";"(66.3) transport; goederen";NL/SfB - Tabel 1 - (66.3)
nl-NL;NL/SfB;Tabel 1;(66.30);66.30;"transport; goederen, algemeen (verzamelniveau)";"(66.30) transport; goederen, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (66.30)
nl-NL;NL/SfB;Tabel 1;(66.31);66.31;"transport; goederen, goederenliften";"(66.31) transport; goederen, goederenliften";NL/SfB - Tabel 1 - (66.31)
nl-NL;NL/SfB;Tabel 1;(66.32);66.32;"transport; goederen, goederenheffers";"(66.32) transport; goederen, goederenheffers";NL/SfB - Tabel 1 - (66.32)
nl-NL;NL/SfB;Tabel 1;(66.33);66.33;"transport; goederen, baantransportmiddelen";"(66.33) transport; goederen, baantransportmiddelen";NL/SfB - Tabel 1 - (66.33)
nl-NL;NL/SfB;Tabel 1;(66.34);66.34;"transport; goederen, bandtransportmiddelen";"(66.34) transport; goederen, bandtransportmiddelen";NL/SfB - Tabel 1 - (66.34)
nl-NL;NL/SfB;Tabel 1;(66.35);66.35;"transport; goederen, baktransportmiddelen";"(66.35) transport; goederen, baktransportmiddelen";NL/SfB - Tabel 1 - (66.35)
nl-NL;NL/SfB;Tabel 1;(66.36);66.36;"transport; goederen, hijswerktuigen";"(66.36) transport; goederen, hijswerktuigen";NL/SfB - Tabel 1 - (66.36)
nl-NL;NL/SfB;Tabel 1;(66.37);66.37;"transport; goederen, vrije-baan-transportvoertuigen";"(66.37) transport; goederen, vrije-baan-transportvoertuigen";NL/SfB - Tabel 1 - (66.37)
nl-NL;NL/SfB;Tabel 1;(66.4);66.4;"transport; documenten";"(66.4) transport; documenten";NL/SfB - Tabel 1 - (66.4)
nl-NL;NL/SfB;Tabel 1;(66.40);66.40;"transport; documenten, algemeen (verzamelniveau)";"(66.40) transport; documenten, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (66.40)
nl-NL;NL/SfB;Tabel 1;(66.41);66.41;"transport; documenten, buizenpost";"(66.41) transport; documenten, buizenpost";NL/SfB - Tabel 1 - (66.41)
nl-NL;NL/SfB;Tabel 1;(66.42);66.42;"transport; documenten, railcontainer banen";"(66.42) transport; documenten, railcontainer banen";NL/SfB - Tabel 1 - (66.42)
nl-NL;NL/SfB;Tabel 1;(66.44);66.44;"transport; documenten, bandtransportmiddelen";"(66.44) transport; documenten, bandtransportmiddelen";NL/SfB - Tabel 1 - (66.44)
nl-NL;NL/SfB;Tabel 1;(67);67;Gebouwbeheervoorzieningen;(67) Gebouwbeheervoorzieningen;NL/SfB - Tabel 1 - (67)
nl-NL;NL/SfB;Tabel 1;(67.0);67.0;"gebouwbeheervoorzieningen; algemeen";"(67.0) gebouwbeheervoorzieningen; algemeen";NL/SfB - Tabel 1 - (67.0)
nl-NL;NL/SfB;Tabel 1;(67.1);67.1;"gebouwbeheervoorzieningen; bediening en signalering";"(67.1) gebouwbeheervoorzieningen; bediening en signalering";NL/SfB - Tabel 1 - (67.1)
nl-NL;NL/SfB;Tabel 1;(67.10);67.10;"gebouwbeheervoorzieningen; bediening en signalering, algemeen (verzamelniveau)";"(67.10) gebouwbeheervoorzieningen; bediening en signalering, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (67.10)
nl-NL;NL/SfB;Tabel 1;(67.11);67.11;"gebouwbeheervoorzieningen; bediening en signalering, elektrotechnische systemen";"(67.11) gebouwbeheervoorzieningen; bediening en signalering, elektrotechnische systemen";NL/SfB - Tabel 1 - (67.11)
nl-NL;NL/SfB;Tabel 1;(67.12);67.12;"gebouwbeheervoorzieningen; bediening en signalering, optische systemen";"(67.12) gebouwbeheervoorzieningen; bediening en signalering, optische systemen";NL/SfB - Tabel 1 - (67.12)
nl-NL;NL/SfB;Tabel 1;(67.13);67.13;"gebouwbeheervoorzieningen; bediening en signalering, pneumatische systemen";"(67.13) gebouwbeheervoorzieningen; bediening en signalering, pneumatische systemen";NL/SfB - Tabel 1 - (67.13)
nl-NL;NL/SfB;Tabel 1;(67.14);67.14;"gebouwbeheervoorzieningen; bediening en signalering, geïntegreerde systemen";"(67.14) gebouwbeheervoorzieningen; bediening en signalering, geïntegreerde systemen";NL/SfB - Tabel 1 - (67.14)
nl-NL;NL/SfB;Tabel 1;(67.2);67.2;"gebouwbeheervoorzieningen; automatisering";"(67.2) gebouwbeheervoorzieningen; automatisering";NL/SfB - Tabel 1 - (67.2)
nl-NL;NL/SfB;Tabel 1;(67.20);67.20;"gebouwbeheervoorzieningen; gebouwautomatisering, algemeen (verzamelniveau)";"(67.20) gebouwbeheervoorzieningen; gebouwautomatisering, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (67.20)
nl-NL;NL/SfB;Tabel 1;(67.21);67.21;"gebouwbeheervoorzieningen; gebouwautomatisering, elektrotechnische systemen";"(67.21) gebouwbeheervoorzieningen; gebouwautomatisering, elektrotechnische systemen";NL/SfB - Tabel 1 - (67.21)
nl-NL;NL/SfB;Tabel 1;(67.22);67.22;"gebouwbeheervoorzieningen; gebouwautomatisering, optische systemen";"(67.22) gebouwbeheervoorzieningen; gebouwautomatisering, optische systemen";NL/SfB - Tabel 1 - (67.22)
nl-NL;NL/SfB;Tabel 1;(67.23);67.23;"gebouwbeheervoorzieningen; gebouwautomatisering, pneumatische systemen";"(67.23) gebouwbeheervoorzieningen; gebouwautomatisering, pneumatische systemen";NL/SfB - Tabel 1 - (67.23)
nl-NL;NL/SfB;Tabel 1;(67.24);67.24;"gebouwbeheervoorzieningen; gebouwautomatisering, geïntegreerde systemen";"(67.24) gebouwbeheervoorzieningen; gebouwautomatisering, geïntegreerde systemen";NL/SfB - Tabel 1 - (67.24)
nl-NL;NL/SfB;Tabel 1;(67.3);67.3;"gebouwbeheervoorzieningen; regeling klimaat en sanitair op afstand";"(67.3) gebouwbeheervoorzieningen; regeling klimaat en sanitair op afstand";NL/SfB - Tabel 1 - (67.3)
nl-NL;NL/SfB;Tabel 1;(67.30);67.30;"gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), alg. (verzamelniveau)";"(67.30) gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), alg. (verzamelniveau)";NL/SfB - Tabel 1 - (67.30)
nl-NL;NL/SfB;Tabel 1;(67.31);67.31;"gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), elektr. systemen";"(67.31) gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), elektr. systemen";NL/SfB - Tabel 1 - (67.31)
nl-NL;NL/SfB;Tabel 1;(67.32);67.32;"gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), optische systemen";"(67.32) gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), optische systemen";NL/SfB - Tabel 1 - (67.32)
nl-NL;NL/SfB;Tabel 1;(67.33);67.33;"gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), pneum. systemen";"(67.33) gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), pneum. systemen";NL/SfB - Tabel 1 - (67.33)
nl-NL;NL/SfB;Tabel 1;(67.34);67.34;"gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), geïntegreerde systemen";"(67.34) gebouwbeheervoorz.; reg. klimaat en sanitair (op afstand), geïntegreerde systemen";NL/SfB - Tabel 1 - (67.34)
nl-NL;NL/SfB;Tabel 1;(68);68;-gereserveerd-;(68) -gereserveerd-;NL/SfB - Tabel 1 - (68)
nl-NL;NL/SfB;Tabel 1;(69);69;-gereserveerd-;(69) -gereserveerd-;NL/SfB - Tabel 1 - (69)
nl-NL;NL/SfB;Tabel 1;(7-);7-;VASTE VOORZIENINGEN;(7-) VASTE VOORZIENINGEN;NL/SfB - Tabel 1 - (7-)
nl-NL;NL/SfB;Tabel 1;(70);70;-gereserveerd-;(70) -gereserveerd-;NL/SfB - Tabel 1 - (70)
nl-NL;NL/SfB;Tabel 1;(71);71;Vaste verkeersvoorzieningen;(71) Vaste verkeersvoorzieningen;NL/SfB - Tabel 1 - (71)
nl-NL;NL/SfB;Tabel 1;(71.0);71.0;"vaste verkeersvoorzieningen; algemeen";"(71.0) vaste verkeersvoorzieningen; algemeen";NL/SfB - Tabel 1 - (71.0)
nl-NL;NL/SfB;Tabel 1;(71.1);71.1;"vaste verkeersvoorzieningen; standaard";"(71.1) vaste verkeersvoorzieningen; standaard";NL/SfB - Tabel 1 - (71.1)
nl-NL;NL/SfB;Tabel 1;(71.10);71.10;"vaste verkeersvoorzieningen; standaard, algemeen (verzamelniveau)";"(71.10) vaste verkeersvoorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (71.10)
nl-NL;NL/SfB;Tabel 1;(71.11);71.11;"vaste verkeersvoorzieningen; standaard, meubileringen";"(71.11) vaste verkeersvoorzieningen; standaard, meubileringen";NL/SfB - Tabel 1 - (71.11)
nl-NL;NL/SfB;Tabel 1;(71.12);71.12;"vaste verkeersvoorzieningen; standaard, bewegwijzeringen";"(71.12) vaste verkeersvoorzieningen; standaard, bewegwijzeringen";NL/SfB - Tabel 1 - (71.12)
nl-NL;NL/SfB;Tabel 1;(71.13);71.13;"vaste verkeersvoorzieningen; standaard, kunstwerken";"(71.13) vaste verkeersvoorzieningen; standaard, kunstwerken";NL/SfB - Tabel 1 - (71.13)
nl-NL;NL/SfB;Tabel 1;(71.14);71.14;"vaste verkeersvoorzieningen; standaard, decoraties e.d.";"(71.14) vaste verkeersvoorzieningen; standaard, decoraties e.d.";NL/SfB - Tabel 1 - (71.14)
nl-NL;NL/SfB;Tabel 1;(71.2);71.2;"vaste verkeersvoorzieningen; bijzonder";"(71.2) vaste verkeersvoorzieningen; bijzonder";NL/SfB - Tabel 1 - (71.2)
nl-NL;NL/SfB;Tabel 1;(71.20);71.20;"vaste verkeersvoorzieningen; bijzonder, algemeen (verzamelniveau)";"(71.20) vaste verkeersvoorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (71.20)
nl-NL;NL/SfB;Tabel 1;(71.21);71.21;"vaste verkeersvoorzieningen; bijzonder, meubileringen";"(71.21) vaste verkeersvoorzieningen; bijzonder, meubileringen";NL/SfB - Tabel 1 - (71.21)
nl-NL;NL/SfB;Tabel 1;(71.22);71.22;"vaste verkeersvoorzieningen; bijzonder, bewegwijzeringen";"(71.22) vaste verkeersvoorzieningen; bijzonder, bewegwijzeringen";NL/SfB - Tabel 1 - (71.22)
nl-NL;NL/SfB;Tabel 1;(71.23);71.23;"vaste verkeersvoorzieningen; bijzonder, specifieke voorzieningen";"(71.23) vaste verkeersvoorzieningen; bijzonder, specifieke voorzieningen";NL/SfB - Tabel 1 - (71.23)
nl-NL;NL/SfB;Tabel 1;(72);72;Vaste gebruikersvoorzieningen;(72) Vaste gebruikersvoorzieningen;NL/SfB - Tabel 1 - (72)
nl-NL;NL/SfB;Tabel 1;(72.0);72.0;"vaste gebruikersvoorzieningen; algemeen";"(72.0) vaste gebruikersvoorzieningen; algemeen";NL/SfB - Tabel 1 - (72.0)
nl-NL;NL/SfB;Tabel 1;(72.1);72.1;"vaste gebruikersvoorzieningen; standaard";"(72.1) vaste gebruikersvoorzieningen; standaard";NL/SfB - Tabel 1 - (72.1)
nl-NL;NL/SfB;Tabel 1;(72.10);72.10;"vaste gebruikersvoorzieningen; standaard, algemeen (verzamelniveau)";"(72.10) vaste gebruikersvoorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (72.10)
nl-NL;NL/SfB;Tabel 1;(72.11);72.11;"vaste gebruikersvoorzieningen; standaard, meubilering";"(72.11) vaste gebruikersvoorzieningen; standaard, meubilering";NL/SfB - Tabel 1 - (72.11)
nl-NL;NL/SfB;Tabel 1;(72.12);72.12;"vaste gebruikersvoorzieningen; standaard, lichtweringen";"(72.12) vaste gebruikersvoorzieningen; standaard, lichtweringen";NL/SfB - Tabel 1 - (72.12)
nl-NL;NL/SfB;Tabel 1;(72.13);72.13;"vaste gebruikersvoorzieningen; standaard, gordijnvoorzieningen";"(72.13) vaste gebruikersvoorzieningen; standaard, gordijnvoorzieningen";NL/SfB - Tabel 1 - (72.13)
nl-NL;NL/SfB;Tabel 1;(72.14);72.14;"vaste gebruikersvoorzieningen; standaard, beschermende voorzieningen";"(72.14) vaste gebruikersvoorzieningen; standaard, beschermende voorzieningen";NL/SfB - Tabel 1 - (72.14)
nl-NL;NL/SfB;Tabel 1;(72.2);72.2;"vaste gebruikersvoorzieningen; bijzonder";"(72.2) vaste gebruikersvoorzieningen; bijzonder";NL/SfB - Tabel 1 - (72.2)
nl-NL;NL/SfB;Tabel 1;(72.20);72.20;"vaste gebruikersvoorzieningen; bijzonder, algemeen (verzamelniveau)";"(72.20) vaste gebruikersvoorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (72.20)
nl-NL;NL/SfB;Tabel 1;(72.21);72.21;"vaste gebruikersvoorzieningen; bijzonder, meubilering voor specifieke functiedoeleinden";"(72.21) vaste gebruikersvoorzieningen; bijzonder, meubilering voor specifieke functiedoeleinden";NL/SfB - Tabel 1 - (72.21)
nl-NL;NL/SfB;Tabel 1;(72.22);72.22;"vaste gebruikersvoorzieningen; bijzonder, instrumenten/apparatuur";"(72.22) vaste gebruikersvoorzieningen; bijzonder, instrumenten/apparatuur";NL/SfB - Tabel 1 - (72.22)
nl-NL;NL/SfB;Tabel 1;(73);73;Vaste keukenvoorzieningen;(73) Vaste keukenvoorzieningen;NL/SfB - Tabel 1 - (73)
nl-NL;NL/SfB;Tabel 1;(73.0);73.0;"vaste keukenvoorzieningen; algemeen";"(73.0) vaste keukenvoorzieningen; algemeen";NL/SfB - Tabel 1 - (73.0)
nl-NL;NL/SfB;Tabel 1;(73.1);73.1;"vaste keukenvoorzieningen; standaard";"(73.1) vaste keukenvoorzieningen; standaard";NL/SfB - Tabel 1 - (73.1)
nl-NL;NL/SfB;Tabel 1;(73.10);73.10;"vaste keukenvoorzieningen; standaard, algemeen (verzamelniveau)";"(73.10) vaste keukenvoorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (73.10)
nl-NL;NL/SfB;Tabel 1;(73.11);73.11;"vaste keukenvoorzieningen; standaard, keukenmeubilering";"(73.11) vaste keukenvoorzieningen; standaard, keukenmeubilering";NL/SfB - Tabel 1 - (73.11)
nl-NL;NL/SfB;Tabel 1;(73.12);73.12;"vaste keukenvoorzieningen; standaard, keukenapparatuur";"(73.12) vaste keukenvoorzieningen; standaard, keukenapparatuur";NL/SfB - Tabel 1 - (73.12)
nl-NL;NL/SfB;Tabel 1;(73.2);73.2;"vaste keukenvoorzieningen; bijzonder";"(73.2) vaste keukenvoorzieningen; bijzonder";NL/SfB - Tabel 1 - (73.2)
nl-NL;NL/SfB;Tabel 1;(73.20);73.20;"vaste keukenvoorzieningen; bijzonder, algemeen (verzamelniveau)";"(73.20) vaste keukenvoorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (73.20)
nl-NL;NL/SfB;Tabel 1;(73.21);73.21;"vaste keukenvoorzieningen; bijzonder, keukenmeubilering";"(73.21) vaste keukenvoorzieningen; bijzonder, keukenmeubilering";NL/SfB - Tabel 1 - (73.21)
nl-NL;NL/SfB;Tabel 1;(73.22);73.22;"vaste keukenvoorzieningen; bijzonder, keukenapparatuur";"(73.22) vaste keukenvoorzieningen; bijzonder, keukenapparatuur";NL/SfB - Tabel 1 - (73.22)
nl-NL;NL/SfB;Tabel 1;(74);74;Vaste sanitaire voorzieningen;(74) Vaste sanitaire voorzieningen;NL/SfB - Tabel 1 - (74)
nl-NL;NL/SfB;Tabel 1;(74.0);74.0;"vaste sanitaire voorzieningen; algemeen";"(74.0) vaste sanitaire voorzieningen; algemeen";NL/SfB - Tabel 1 - (74.0)
nl-NL;NL/SfB;Tabel 1;(74.1);74.1;"vaste sanitaire voorzieningen; standaard";"(74.1) vaste sanitaire voorzieningen; standaard";NL/SfB - Tabel 1 - (74.1)
nl-NL;NL/SfB;Tabel 1;(74.10);74.10;"vaste sanitaire voorzieningen; standaard, algemeen (verzamelniveau)";"(74.10) vaste sanitaire voorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (74.10)
nl-NL;NL/SfB;Tabel 1;(74.11);74.11;"vaste sanitaire voorzieningen; standaard, sanitaire toestellen; normaal";"(74.11) vaste sanitaire voorzieningen; standaard, sanitaire toestellen; normaal";NL/SfB - Tabel 1 - (74.11)
nl-NL;NL/SfB;Tabel 1;(74.12);74.12;"vaste sanitaire voorzieningen; standaard, sanitaire toestellen; aangepast";"(74.12) vaste sanitaire voorzieningen; standaard, sanitaire toestellen; aangepast";NL/SfB - Tabel 1 - (74.12)
nl-NL;NL/SfB;Tabel 1;(74.13);74.13;"vaste sanitaire voorzieningen; standaard, accessoires";"(74.13) vaste sanitaire voorzieningen; standaard, accessoires";NL/SfB - Tabel 1 - (74.13)
nl-NL;NL/SfB;Tabel 1;(74.2);74.2;"vaste sanitaire voorzieningen; bijzonder";"(74.2) vaste sanitaire voorzieningen; bijzonder";NL/SfB - Tabel 1 - (74.2)
nl-NL;NL/SfB;Tabel 1;(74.20);74.20;"vaste sanitaire voorzieningen; bijzonder, algemeen (verzamelniveau)";"(74.20) vaste sanitaire voorzieningen; bijzonder, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (74.20)
nl-NL;NL/SfB;Tabel 1;(74.21);74.21;"vaste sanitaire voorzieningen; bijzonder, sanitaire toestellen voor bijzondere toepassing";"(74.21) vaste sanitaire voorzieningen; bijzonder, sanitaire toestellen voor bijzondere toepassing";NL/SfB - Tabel 1 - (74.21)
nl-NL;NL/SfB;Tabel 1;(74.22);74.22;"vaste sanitaire voorzieningen; bijzonder, ingebouwde sanitaire voorzieningen";"(74.22) vaste sanitaire voorzieningen; bijzonder, ingebouwde sanitaire voorzieningen";NL/SfB - Tabel 1 - (74.22)
nl-NL;NL/SfB;Tabel 1;(75);75;Vaste onderhoudsvoorzieningen;(75) Vaste onderhoudsvoorzieningen;NL/SfB - Tabel 1 - (75)
nl-NL;NL/SfB;Tabel 1;(75.0);75.0;"vaste onderhoudsvoorzieningen; algemeen";"(75.0) vaste onderhoudsvoorzieningen; algemeen";NL/SfB - Tabel 1 - (75.0)
nl-NL;NL/SfB;Tabel 1;(75.1);75.1;"vaste onderhoudsvoorzieningen; standaard";"(75.1) vaste onderhoudsvoorzieningen; standaard";NL/SfB - Tabel 1 - (75.1)
nl-NL;NL/SfB;Tabel 1;(75.10);75.10;"vaste onderhoudsvoorzieningen; standaard, algemeen (verzamelniveau)";"(75.10) vaste onderhoudsvoorzieningen; standaard, algemeen (verzamelniveau)";NL/SfB - Tabel 1 - (75.10)
nl-NL;NL/SfB;Tabel 1;(75.11);75.11;"vaste onderhoudsvoorzieningen; standaard, gebouwonderhoudsvoorzieningen";"(75.11) vaste onderhoudsvoorzieningen; standaard, gebouwonderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.11)
nl-NL;NL/SfB;Tabel 1;(75.12);75.12;"vaste onderhoudsvoorzieningen; standaard, interieur onderhoudsvoorzieningen";"(75.12) vaste onderhoudsvoorzieningen; standaard, interieur onderhoudsvoorzieningen";NL/SfB - Tabel 1 - (75.12)
